row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards	geoid20
829	2019-12-10	807712	16:11:00	Pedestrian	1	NA	FALSE	FALSE	1	FRANCIS ST	AMERICAN EXPRESS PLZ	2019-12-10	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	2	41.82745	-71.41541	FALSE	FALSE	Francis Street and American Express Plz, Providence, RI, USA	Med	Raw	FALSE	Raw	41.82745	-71.41541	Downtown	12	440070008001029
830	2019-12-09	807600	10:28:00	Pedestrian	1	NA	FALSE	FALSE	1	CHALKSTONE AVE	ACADEMY AVE	2019-12-09	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.83246	-71.44464	FALSE	FALSE	Chalkstone Ave and Academy Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83246	-71.44464	Mount Pleasant	6	440070021025000
831	2019-12-09	807602	10:47:00	Bicycle	NA	1	FALSE	FALSE	1	Weybosset St	Dorrance St	2019-12-09	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82308	-71.41096	FALSE	FALSE	Weybosset Street and Dorrance Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82308	-71.41096	Downtown	1	440070008003026
832	2019-12-09	807648	17:34:00	Pedestrian	1	NA	FALSE	FALSE	1	MEMORIAL BLVD	FRANICS ST	2019-12-09	Two-Way, Divided, Positive Median Barrier	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Non-Incapacitating	NA	41.82578	-71.41523	FALSE	FALSE	Memorial Blvd and Franics Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82578	-71.41523	Downtown	1	440070008001041
833	2019-12-09	807722	16:48:00	Pedestrian	1	NA	FALSE	FALSE	1	51 Silver Spring St	Touro St	2019-12-10	Unknown	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84546	-71.41783	TRUE	FALSE	51 Silver Spring Street, Providence, RI, USA	High	NA	FALSE	Raw	41.84546	-71.41783	Charles	4	440070029004014
834	2019-12-08	807531	09:36:00	Bicycle	NA	1	FALSE	FALSE	1	HARTFORD AVE	BOWLETT ST	2019-12-08	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81907	-71.46225	FALSE	FALSE	Hartford Ave and Bowlett Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81907	-71.46225	Hartford	7	440070018005002
835	2019-12-07	807529	23:03:00	Pedestrian	1	NA	FALSE	FALSE	1	DEAN ST	CAHIR ST	2019-12-08	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.81823	-71.42019	FALSE	FALSE	Dean Street and Cahir Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81823	-71.42019	Upper South Providence	13	440070011002016
836	2019-12-06	807356	10:05:00	Bicycle	NA	1	FALSE	FALSE	1	HOPE ST	MANNING ST	2019-12-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.82653	-71.39727	FALSE	FALSE	Hope Street and Manning Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82653	-71.39727	College Hill	1	440070036011023
837	2019-12-05	807337	19:45:00	Pedestrian	1	NA	FALSE	FALSE	1	EXIT 22A (RT )	FRANCIS ST	2019-12-05	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Incapacitating	NA	41.82577	-71.41527	FALSE	FALSE	Exit 22a (Rt ) and Francis Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.82577	-71.41527	Downtown	1	440070008001040
838	2019-12-05	807420	22:52:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	SILVER SPRING ST	2019-12-06	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84488	-71.41873	FALSE	FALSE	Charles Street and Silver Spring Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.84488	-71.41873	Charles	4	440070029004006
840	2019-11-27	806764	20:05:00	Bicycle	NA	1	FALSE	FALSE	1	WALLACE ST	WEBSTER AVE	2019-11-27	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	2	0	No Injury	NA	41.80936	-71.44876	FALSE	FALSE	Wallace Street and Webster Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80936	-71.44876	Silver Lake	15	440070016022002
841	2019-11-27	806766	19:28:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	POTTERS AVE	2019-11-27	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.80151	-71.42635	FALSE	FALSE	Elmwood Ave and Potters Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80151	-71.42635	Elmwood	9	440070003011018
842	2019-11-26	806651	20:36:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	HARRIS AVE	2019-11-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.81705	-71.44029	FALSE	FALSE	Broadway and Harris Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.81705	-71.44029	Olneyville	15	440070019001019
843	2019-11-25	806494	18:32:00	Pedestrian	1	NA	FALSE	FALSE	1	FRANCIS ST	AMERICAN EXPRESS PLZ	2019-11-25	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Non-Incapacitating	NA	41.82745	-71.41541	FALSE	FALSE	Francis Street and American Express Plz, Providence, RI, USA	Med	Raw	FALSE	Raw	41.82745	-71.41541	Downtown	12	440070008001029
844	2019-11-24	806355	08:04:00	Pedestrian	1	NA	FALSE	FALSE	1	HAWKINS ST	ADMIRAL ST	2019-11-24	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Complains Of Pain	NA	41.84594	-71.42837	FALSE	FALSE	Hawkins Street and Admiral Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84594	-71.42837	Wanskuck	4	440070027001007
845	2019-11-23	806319	22:03:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST	STOKES ST	2019-11-23	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.81668	-71.44236	FALSE	FALSE	Westminster Street and Stokes Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81668	-71.44236	Olneyville	15	440070019002013
846	2019-11-21	806138	13:35:00	Pedestrian	1	NA	FALSE	FALSE	1	FRANCIS ST	MEMORIAL BLVD	2019-11-21	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	4	1	Complains Of Pain	4	41.82602	-71.4154	FALSE	FALSE	Francis Street and Memorial Blvd, Providence, RI, USA	Med	NA	FALSE	Raw	41.82602	-71.4154	Downtown	12	440070008001035
847	2019-11-19	805939	09:43:00	Pedestrian	1	NA	FALSE	FALSE	1	MEMORIAL BLVD	COLLEGE ST	2019-11-19	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.82523	-71.40892	FALSE	FALSE	Memorial Blvd and College Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82523	-71.40892	Downtown	1	440070008003010
848	2019-11-19	805971	15:26:00	Pedestrian	1	NA	FALSE	FALSE	1	BARTON ST	WESTMINSTER ST	2019-11-19	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	School Zone Signs	4	0	No Injury	NA	41.81615	-71.43659	FALSE	FALSE	Barton Street and Westminster Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81615	-71.43659	Federal Hill	13	440070010002008
849	2019-11-19	805972	17:00:00	Pedestrian	1	NA	FALSE	FALSE	1	SOMERSET STREET	BROAD STREET	2019-11-19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.81735	-71.45075	FALSE	FALSE	Somerset Street and Broad Street, Providence, RI, USA	Med	Geocoded	FALSE	Amended	41.8134589	-71.421576	Upper South Providence	11	440070007003021
850	2019-11-17	805830	21:02:00	Bicycle	NA	NA	FALSE	FALSE	2	BROAD ST	SERVICE ROAD 7	2019-11-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	0	No Injury	NA	41.81736	-71.41696	FALSE	FALSE	Broad Street and Service Road 7, Providence, RI, USA	Med	NA	FALSE	Raw	41.81736	-71.41696	Upper South Providence	11	440070007003001
851	2019-11-15	805597	09:50:00	Pedestrian	1	NA	FALSE	FALSE	1	ROUTE 10 SOUTH RESERVOIR AVE EXIT	RESERVOIR AVE	2019-11-15	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.78762	-71.43257	FALSE	FALSE	Route 10 South Reservoir Ave Exit and Reservoir Ave, Providence, RI, USA	Med	Raw	FALSE	Raw	41.78762	-71.43257	Reservoir	8	440070015001008
852	2019-11-15	805662	16:45:00	Pedestrian	1	NA	FALSE	FALSE	1	MEMORIAL BLVD	FRANCIS ST	2019-11-15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Incapacitating	NA	41.82589	-71.41539	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82589	-71.41539	Downtown	12	440070008001036
853	2019-11-13	805387	15:57:00	Pedestrian	1	NA	FALSE	FALSE	1	UNION AVE	RICOM WAY	2019-11-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.80829	-71.44198	FALSE	FALSE	Union Ave and Ricom Way, Providence, RI, USA	Med	NA	FALSE	Raw	41.80829	-71.44198	Silver Lake	15	440070016021012
854	2019-11-13	805704	15:16:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	FRICKER ST	2019-11-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.81528	-71.42066	FALSE	FALSE	Broad Street and Fricker Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.81528	-71.42066	Upper South Providence	11	440070007003004
855	2019-11-11	805194	16:30:00	Pedestrian	1	NA	FALSE	FALSE	1	OAKWOOD AVE	CHALKSTONE AVE	2019-11-11	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Incapacitating	NA	41.83316	-71.45964	FALSE	FALSE	Oakwood Ave and Chalkstone Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83316	-71.45964	Manton	5	440070024006026
856	2019-11-08	802963	01:23:00	Bicycle	NA	1	FALSE	FALSE	1	VALLEY ST	DELAINE ST	2019-11-08	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Non-Incapacitating	NA	41.8195	-71.4405	FALSE	FALSE	Valley Street and Delaine Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8195	-71.4405	Olneyville	15	440070019002012
857	2019-11-08	803027	23:31:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	RANDALL ST	2019-11-09	Two-Way, Divided, Positive Median Barrier	Dry	Dusk	Clear	Angle - Direction Not Specified	No	No Controls	5	1	Non-Incapacitating	2	41.83888	-71.40937	FALSE	FALSE	N Main Street and Randall Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.83888	-71.40937	Mount Hope	3	440070031003016
858	2019-11-07	802933	17:47:00	Pedestrian	1	NA	FALSE	FALSE	1	DOYLE AVE	PROCTOR PL	2019-11-07	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.83877	-71.40094	FALSE	FALSE	Doyle Ave and Proctor Pl, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83877	-71.40094	Mount Hope	3	440070031001005
859	2019-11-07	802957	15:55:00	Pedestrian	1	NA	FALSE	FALSE	1	Point	Eddy	2019-11-07	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	Traffic Control Signal	2	1	Complains Of Pain	2	41.81655	-71.40727	FALSE	FALSE	Point and Eddy, Providence, RI, USA	Med	NA	FALSE	Raw	41.81655	-71.40727	Downtown	1	440070006001024
860	2019-11-06	802873	15:55:00	Bicycle	NA	NA	FALSE	FALSE	2	19 Preston St	GOVERNOR ST	2019-11-06	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.82425	-71.39368	TRUE	FALSE	19 Preston Street, Providence, RI, USA	High	NA	FALSE	Raw	41.82425	-71.39368	Fox Point	1	440070035002008
861	2019-11-05	802806	16:59:00	Bicycle	NA	1	FALSE	FALSE	1	DUPONT DR	NIANTIC AVE	2019-11-05	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.80066	-71.43901	FALSE	FALSE	Dupont Dr and Niantic Ave, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.80066	-71.43901	Reservoir	8	440070015001002
862	2019-11-05	802844	19:53:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	BROAD ST	2019-11-05	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	2	1	Complains Of Pain	NA	41.81632	-71.41929	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	Med	Raw	TRUE	Raw	41.81632	-71.41929	Upper South Providence	11	440070007003003
863	2019-11-04	802737	14:16:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	HARRIS AVE	2019-11-05	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	2	41.81705	-71.44029	FALSE	FALSE	Broadway and Harris Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.81705	-71.44029	Olneyville	15	440070019001019
864	2019-11-01	801458	17:57:00	Pedestrian	1	NA	FALSE	FALSE	1	HARTFORD AVE	HARTFORD AVE	2019-11-01	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Head-On (Front - to - Front)	Yes, M/V and Driver Left Scene	Unknown	2	1	Complains Of Pain	NA	41.81827	-71.45698	FALSE	FALSE	Hartford Ave and Hartford Ave, Providence, RI, USA	Med	Raw	TRUE	Raw	41.81827	-71.45698	Hartford	7	440070018004001
865	2019-11-01	801460	15:36:00	Pedestrian	1	NA	FALSE	FALSE	1	Dean St	W EXCHANGE ST	2019-11-01	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.82543	-71.42583	FALSE	FALSE	Dean Street and W Exchange Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82543	-71.42583	Federal Hill	13	440070009001004
866	2019-10-31	801281	14:15:00	Bicycle	NA	1	FALSE	FALSE	1	SORRENTO ST	LINWOOD AVE	2019-10-31	Two-Way , Not Divided	Wet	Daylight	Rain	Sidwswipe, Opposite Direction	No	Stop Signs	3	1	Complains Of Pain	2	41.80789	-71.43735	FALSE	FALSE	Sorrento Street and Linwood Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80789	-71.43735	West End	8	440070014003005
867	2019-10-31	801300	18:03:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	TUXEDO AVE	2019-10-31	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Other	2	1	Incapacitating	NA	41.82454	-71.43894	FALSE	FALSE	Atwells Ave and Tuxedo Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82454	-71.43894	Olneyville	12	440070025003031
868	2019-10-31	801320	20:58:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	CUTLER ST	2019-10-31	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Incapacitating	NA	41.82467	-71.44135	FALSE	FALSE	Atwells Ave and Cutler Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82467	-71.44135	Olneyville	12	440070022002021
869	2019-10-30	801206	14:43:00	Pedestrian	1	NA	FALSE	FALSE	1	COLLEGE ST	BENEFIT ST	2019-10-30	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.826	-71.40683	FALSE	FALSE	College Street and Benefit Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.826	-71.40683	College Hill	2	440070036023034
870	2019-10-29	801148	17:13:00	Bicycle	NA	1	FALSE	FALSE	1	537 BROAD STREET	NA	2019-10-29	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.80968	-71.42098	TRUE	TRUE	537 Broad Street, Providence, RI, USA	High	NA	FALSE	Raw	41.80968	-71.42098	Elmwood	11	440070004001002
871	2019-10-29	801151	18:00:00	Pedestrian	1	NA	FALSE	FALSE	1	SMITH ST	GENTIAN AVE	2019-10-29	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	5	0	No Injury	NA	41.846	-71.45167	FALSE	FALSE	Smith Street and Gentian Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.846	-71.45167	Mount Pleasant	5	440070024006010
872	2019-10-25	800693	07:51:00	Pedestrian	1	NA	FALSE	FALSE	1	ACADEMY AVE	REGENT AVE	2019-10-25	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Person	2	1	Complains Of Pain	NA	41.82926	-71.44403	FALSE	FALSE	Academy Ave and Regent Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82926	-71.44403	Valley	6	440070021023000
873	2019-10-25	800745	17:43:00	Bicycle	NA	1	FALSE	FALSE	1	CLEMATIS ST	MOLLOY ST	2019-10-25	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Rear End(Front-to-Rear)	No	No Controls	2	1	Incapacitating	2	41.83357	-71.44595	FALSE	FALSE	Clematis Street and Molloy Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83357	-71.44595	Mount Pleasant	5	440070021013008
874	2019-10-24	800606	14:50:00	Bicycle	NA	1	FALSE	FALSE	1	533 ELMWOOD AVE	533 ELMWOOD AVE	2019-10-24	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	No	No Controls	2	1	Complains Of Pain	NA	41.79939	-71.42649	TRUE	FALSE	533 Elmwood Ave, Providence, RI, USA	High	Geocoded	TRUE	Raw	41.79939	-71.42649	Elmwood	9	440070003012009
875	2019-10-23	800520	16:04:00	Bicycle	NA	1	FALSE	FALSE	1	EDDY ST	EDDY ST EXIT	2019-10-23	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	NA	41.81156	-71.40709	FALSE	FALSE	Eddy Street and Eddy St Exit, Providence, RI, USA	Med	Raw	FALSE	Raw	41.81156	-71.40709	Upper South Providence	11	440070006001065
876	2019-10-21	800245	15:31:00	Pedestrian	1	NA	FALSE	FALSE	1	380 HOPE ST	CARRINGTON AVE	2019-10-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.83668	-71.40113	TRUE	FALSE	380 Hope Street, Providence, RI, USA	High	NA	FALSE	Raw	41.83668	-71.40113	Blackstone	3	440070031001008
877	2019-10-20	800132	17:05:00	Pedestrian	1	NA	FALSE	FALSE	1	60 VALLEY ST	SAN SOUCI DR	2019-10-20	Two-Way , Not Divided	Dry	Unknown	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81767	-71.44086	TRUE	FALSE	60 Valley Street, Providence, RI, USA	High	Raw	FALSE	Raw	41.81767	-71.44086	Olneyville	15	440070019002012
878	2019-10-19	799978	16:32:00	Bicycle	NA	1	FALSE	FALSE	1	TRANSIT ST	BROOK ST	2019-10-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	6	1	Non-Incapacitating	NA	41.82056	-71.39839	FALSE	FALSE	Transit Street and Brook Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82056	-71.39839	Fox Point	1	440070037004012
879	2019-10-18	799861	15:29:00	Pedestrian	1	NA	FALSE	FALSE	1	66 BENEFIT STREET	NA	2019-10-18	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.83168	-71.40933	TRUE	TRUE	66 Benefit Street, Providence, RI, USA	High	NA	FALSE	Raw	41.83168	-71.40933	College Hill	3	440070031004016
880	2019-10-17	799790	15:43:00	Bicycle	NA	1	FALSE	FALSE	1	Veazie Street	DOUGLAS AVE	2019-10-17	Two-Way , Not Divided	Dry	Daylight	Cloudy	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Complains Of Pain	NA	41.85154	-71.43468	FALSE	FALSE	Veazie Street and Douglas Ave, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.85154	-71.43468	Wanskuck	14	440070028021023
881	2019-10-16	799597	10:06:00	Bicycle	NA	NA	FALSE	FALSE	2	95 Lydia St	CANDACE ST	2019-10-16	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	1	41.83493	-71.42109	TRUE	FALSE	95 Lydia Street, Providence, RI, USA	High	NA	FALSE	Raw	41.83493	-71.42109	Smith Hill	12	440070026001003
882	2019-10-15	799573	15:30:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	MARLBOROUGH ST	2019-10-15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80572	-71.41978	FALSE	FALSE	Broad Street and Marlborough Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.80572	-71.41978	Upper South Providence	9	440070003022001
883	2019-10-15	799577	21:22:00	Pedestrian	1	NA	FALSE	FALSE	1	Imera St	CHALKSTONE AVE	2019-10-15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	NA	41.83205	-71.45649	FALSE	FALSE	Imera Street and Chalkstone Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83205	-71.45649	Mount Pleasant	6	440070020001011
884	2019-10-15	799651	22:03:00	Pedestrian	1	NA	FALSE	FALSE	1	Atwells Ave	NEWTON ST	2019-10-16	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82327	-71.42228	FALSE	FALSE	Atwells Ave and Newton Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82327	-71.42228	Federal Hill	13	440070009001047
885	2019-10-13	799336	15:59:00	Bicycle	NA	1	FALSE	FALSE	1	ADELAIDE AVE	EMERSON ST	2019-10-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	2	41.79861	-71.4162	FALSE	FALSE	Adelaide Ave and Emerson Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.79861	-71.4162	Elmwood	9	440070002004000
